Date,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78
2015-10-19,151.8356414946429,120.50813008130143,285.3165693758413,28.989898989899007,197.9736098020735,410.6582169091153,491.58218986278365,255.342203406914,284.6816470751262,1504.3491301739612,506.5137354856968,246.3898357607684,170.2055458599957,183.0284552845529,282.2620016273414,111.83897652299122,444.01500189099414,990.1108780341656,25.629880061176923,74.8292305709498,900.8849557522158,203.9549696341276,36.24520021941861,337.6084262701358,328.2801180574201,380.6505275138992,2700.014801657788,78.48882035466468,446.15214343687586,166.0630808223036,465.8700847273504,321.80504142429197,486.60547021356194,152.48902374145712,53.05810397553518,299.92444276539527,163.23226008127492,276.7602283539487,84.18737854147503,129.0236460717008,673.4686734336738,363.7631458619113,170.24474553254507,87.05767350928647,10.536290888670468,320.02236048998765,140.19262235111017,226.88861342305583,287.4053304972764,59.72972972972988,86.85766257389703,597.3885218827436,95.44031311154568,119.03386294334767,74.12209616423574,104.31537962362103,89.5868657210206,589.691714836223,627.3459196412656,202.97125632468476,234.2203658166872,111.07716480446918,601.0017248242002,697.9932165065012,336.2686731712704,141.90897597977244,231.5641433288487,51.79743436754176,39.20154766092156,105.88631012445333,493.7394485087245,782.1710253217128,155.12041413459394,300.06210537211564,241.33024738200004,26.13265675969561,157.88015745735606,486.7781670245223
2015-10-20,156.9636791220273,123.39430894309007,278.2667265379428,31.414141414141433,197.87935909519317,406.32291516635286,489.45953514421734,256.7281524039909,281.6389921710824,1592.951409718052,516.5958651939948,247.5054229934923,170.88423502036025,191.9715447154472,280.4109031733137,111.2696339462137,453.05290582846516,988.930176805517,25.493037108588982,75.38342569918797,880.604719764015,199.55562138942312,36.121777290181086,335.8736059479549,321.6617476075498,378.2077660552467,2688.1586737714647,78.42456951940383,456.0982808234323,166.23204731061674,469.4221160112956,320.9530524707695,485.4814537279868,152.14702047927213,51.651376146789005,297.355496788818,162.6633322913406,274.90485252140826,86.05911833895892,127.91762013729958,669.7234861743109,363.4202103337906,172.38974105737452,87.35092864125129,10.578407974168151,317.93214077386864,139.54877416093552,221.4733486807148,290.61523091301655,60.03378378378394,85.27613561719954,596.8724194880285,95.96868884540086,120.89552238805959,74.66234467855233,105.33203547479991,88.95413754600716,607.7071290944118,654.9415271726676,204.18774895037106,231.94664331188713,111.22992318435743,598.7461854849405,695.1667608818545,341.4034507469278,146.8605141171513,234.2851901675426,52.8788782816229,38.00562785789659,107.15656595635218,495.35734383793107,784.6513075965156,155.1316677920326,302.1529862333101,241.6527545909847,24.465386009423767,156.30558390435996,488.36026669680166
2015-10-21,162.1505095374963,120.4268292682933,282.17332734620504,30.909090909090928,197.1724787935909,398.41567045945385,478.7230467656119,257.9125088196748,290.8766541188434,1607.0785842831388,523.7326536391945,252.40935853734106,169.42990110529334,189.43089430894315,276.76973148901754,114.23691349341891,456.84750178593885,984.9145939466617,25.074458665378803,73.73372857326967,885.471976401183,200.85913198044668,35.34009873834346,334.8822800495658,324.46412068091826,365.41610121262534,2695.470692717587,76.86969930609105,459.02752158193596,167.60630808223036,468.73777970888415,320.9824314002012,480.7980517047571,153.11632203261007,52.32415902140674,298.5833018511528,160.6752110034381,274.8215984776404,86.67280351846183,126.27765064835985,670.2485124256234,360.99679926840423,174.2970895959999,88.57282502443799,10.676681173662747,319.1716896752881,137.50016628310706,222.53585974853843,288.420509845628,60.97409909909926,85.37719165277126,592.175887696121,96.79060665362005,120.89552238805959,73.3387358184767,105.84036340038935,88.79698937182083,597.0134874759148,653.9020102423,195.79072020669577,230.71714892040262,109.02583798882671,589.7571978240676,715.7998869417755,341.84168458188725,144.9115044247788,233.24568912804156,52.65513126491645,38.5684136475554,105.46487010545883,489.3078221722023,810.4192611041951,156.43709205491805,299.839561122038,238.24935498558173,25.395674761387042,157.9676337658558,487.3997061814892
2015-10-23,163.6595244316693,120.89430894309007,282.1284238886388,30.95959595959598,196.93685202639014,405.0122425464479,480.0392047045646,264.9178510230817,290.48405348606354,1581.5836832633427,518.0968564146121,251.26278277037486,167.83013379871974,187.1951219512196,279.71928397070997,110.42566730299058,456.85275454889216,972.861851962844,25.110681799887377,74.18481763113795,878.613569321537,202.10339209006008,35.66922654964351,325.774473358116,324.95602659273294,366.71190298997504,2687.788632326823,78.60447185813423,463.2184756142534,168.08504646578427,463.2630892895925,324.94271108760944,483.32708879730114,151.55479944577922,52.048929663608575,302.3044956554596,162.6945920600183,282.5523311132256,87.2967167842898,127.05949656750552,671.893594679736,360.8824874256973,176.0562945588097,89.50146627565988,10.73283728765966,323.3521291075262,133.94037752916614,220.7650079688324,282.3745528376677,62.24099099099115,86.67070890808934,589.2857142857163,97.37769080234803,121.29674209597165,73.36574824419255,105.36448193813541,88.85488606757369,572.4470134874755,644.2049478967625,198.71891484551585,234.40900057264096,110.59706703910602,586.8382645614963,707.4618428490678,342.8091064439676,145.17488411293724,234.1934694875866,52.50596658711216,38.814632430531134,105.59149997032102,483.5396736072051,810.0352843503554,156.4258383974794,300.279474174517,240.20336925178302,24.682856107285314,155.1975506633627,500.7345462764152
2015-10-26,165.25999477397397,117.8048780487811,284.1041760215531,30.202020202020222,196.65409990574923,409.16030534350966,457.17166059927195,262.59953633706215,297.40652640816694,1592.0515896820589,539.6771452846206,251.81282925317623,166.81210005817292,184.959349593496,277.72579332791094,108.30235439900852,452.1977560196658,959.9640395564909,25.179103276181348,73.10220389225407,887.7581120943984,201.8219523033618,35.381239714755964,330.4832713754642,325.9696508958662,367.7931970406689,2654.6625222024895,79.28553071189933,474.507489116799,170.0535060546325,469.0093417336506,322.892061813269,482.01573623079685,152.98478231638506,52.232415902140694,305.4778995088786,162.18193185370382,281.0894386298764,87.63424363301641,124.92372234935145,670.5985299264984,347.87379972565157,176.40196290237932,88.8367546432063,10.564368945668926,321.74800699980693,133.77542468705528,220.52417212679237,282.6484901221435,62.336711711711864,86.3877520084885,591.1952931461623,95.02935420743611,120.76713208152775,72.52836304700183,102.20635950681377,87.66386832637191,580.7321772639688,649.0967922749633,198.27753256539958,237.0667295449184,109.65869413407809,589.6245190394053,691.7750141322787,342.72642081473,146.3337547408344,235.171823407117,52.692422434367536,39.39500527611678,106.09010506321592,485.0872256612288,805.344541303448,158.31645284717555,294.4933236724986,237.30080437092093,25.335266400869948,155.56203528211182,482.7099107243754
2015-10-27,166.21374444734738,117.9878048780494,279.5689268073636,30.65656565656568,193.59095193213943,397.3354457727189,462.42509101092134,262.97752242717405,298.1628599801399,1595.920815836828,562.1353724157449,258.4133870467926,163.22474306767455,187.29674796747975,281.0821806346644,108.44301550621239,454.35033827793364,954.2103685945489,24.96981405457626,72.77999742234816,887.9056047197672,202.8440231076871,34.81897970378504,335.8116480793056,327.4304623915583,365.8976491704242,2613.9283599763203,76.77974813672584,476.83169777908773,169.88453956631935,471.2361503367356,325.64780539397293,483.3270887973011,152.95847437314004,51.62079510703366,306.8190404231211,161.24413879337246,280.69695528068513,87.2558044389896,126.79252479023624,667.8333916695855,349.9542752629172,175.9791364464058,89.07135874877817,10.564368945668926,321.04316546762726,132.56089287377125,221.36355587037303,289.8578748912305,62.24099099099115,83.50765499469436,588.5115606936437,96.06653620352222,119.13015567324658,72.58238789843348,103.7421587713606,87.35784293453536,578.0346820809244,620.7368340594672,198.1698783507371,236.87135783339485,108.58938547486022,602.7928884171419,782.5042396834376,341.99051871451496,143.06784660766962,234.40748440748388,52.91616945107398,38.814632430531134,105.33824024059663,478.89701744513417,818.9705271897079,157.10105784379945,301.1748266225038,238.6363636363634,25.323184728766527,157.2095057588577,480.2802576562321
2015-10-28,166.36399268356374,117.09349593495998,270.00449034575604,30.353535353535374,196.74835061262954,387.2533486965271,463.1251750210026,243.3726438867044,296.8060783815625,1562.1775644870982,560.4078164825814,255.85683297180034,159.05565251114948,186.6361788617887,279.47518307567327,110.1778358283933,444.2314157246707,956.8654480071949,25.412541254125486,71.37517721355837,908.849557522127,206.2064879277137,33.98244651673073,336.98884758364267,330.8439912947572,360.1672284726174,2574.3487270574333,76.40709329221286,474.69195012174254,170.3858068149817,476.61307842711136,325.82407897056373,479.11202697639436,153.306323844935,51.681957186544366,309.21798262183665,154.14191934979635,280.0666032350143,90.078756264703,127.0785659801676,646.9723486174328,349.4970278920896,176.56245177617956,89.12023460410563,10.781973887406956,326.39023916002475,132.3839676479588,217.26580485213327,289.741854394276,60.737612612612764,84.82138345712677,582.3699421965339,95.30332681017585,116.5944471192424,70.50243111831463,102.67142548128922,87.11798519498777,574.4701348747587,622.7012153175884,195.72612767789826,232.26328022366667,105.64333100558648,598.082791561629,767.947993216507,341.72041232567204,142.85714285714286,236.211324446618,51.98389021479713,39.00809004572635,107.4395045606536,493.5284186831759,818.8459941884627,157.0222822417288,299.332367249768,238.26453179541636,25.383593089283625,158.0113719201057,481.2973217312688
2015-10-29,166.59263130389297,117.15447154471607,269.5105523125275,31.313131313131333,195.5230914231856,379.9654328100227,463.68524222906757,236.34210261062336,297.60282672455685,1548.320335932809,556.2446898895483,255.69414316702813,157.50436300174476,187.60162601626027,270.1586655817757,109.28698214943552,442.6492835231327,955.9964039556517,24.655880222168626,70.36989302745192,928.2448377581153,204.87335209598507,33.022490400438905,337.60842627013585,334.2277077184521,369.5968130280611,2578.2563647128504,75.41763042919564,477.1047000664042,169.2171219374824,475.72235498587736,323.4913919736779,473.0236043461958,153.340816481634,50.91743119266057,302.7767283717422,154.27946233197827,275.9633682207422,90.93791551600708,124.75209763539262,640.1820091004569,339.62048468221303,175.31249035523575,90.07820136852402,10.817071458655024,322.76881197744643,130.43246910459882,217.42518151230678,286.15488736343394,60.03378378378393,84.49800414329725,587.7890173410426,92.56360078277858,114.01059220028878,69.61102106969226,99.85939865887953,87.49431371738139,595.3757225433521,640.9055007770907,197.51318764129581,232.040960689864,103.41742318435742,583.0569191986199,746.1842849067275,337.1616779670369,143.173198482933,239.20753332517978,51.946599045346055,39.0784382694337,107.33266061217614,495.6387169386627,808.6239103362419,157.58496511366215,301.7078977331549,239.26999544695678,25.878941645523813,157.078291296108,470.9571703017288
2015-10-30,161.75202508492254,118.76016260162666,266.05298607992756,31.818181818181838,195.0518378887841,378.1506553363082,464.4077289274714,239.59278298558553,294.5024364333395,1566.406718656264,557.3491928632102,257.02665013944835,155.32286212914443,191.51422764227652,267.69731489015646,107.33447201848674,429.8335924696386,968.5046448906234,23.89921919021177,69.42905013532665,916.4454277286167,204.54747444822922,31.95282501371372,334.26270136307267,343.9912947559861,374.7231099242656,2626.169330965071,74.31251606270887,465.5795764775309,171.06167276823433,473.44123397783915,322.33386215406455,475.0843012364168,150.6994989798363,51.4067278287462,302.4744994333213,157.43669896842715,263.86774500475747,94.90641301012595,127.0594965675055,638.3619180959066,345.1760402377686,173.84339989506478,88.98338220918873,11.252281342131086,334.2650204161009,125.11140968166772,209.5980166460061,286.7639949724449,62.31418918918934,83.18427568086484,579.6862097440153,93.85518590998015,114.54020221473269,69.34089681253396,101.23296560674888,88.11463545759064,582.9479768786123,625.3433208489395,197.90074281408084,226.9208744568327,103.46106843575407,590.1220644818891,750.4239683436975,337.13962846590687,140.59207753898016,235.3858383270142,51.34994033412887,38.92015476609216,105.40551235630467,492.33258300506674,789.4146948941496,156.98852126941276,298.7371907670023,238.68948247078438,24.15126253473488,156.5971715993592,471.013673861453
2015-11-02,166.5860987718836,113.6178861788624,265.4243376740003,31.96969696969699,197.9264844486333,386.50439291372425,464.10529263511626,241.02913012801068,280.8999792152614,1566.6466706658623,559.4449164542608,259.97056089246973,156.92262943571802,189.53252032520336,267.92107404394005,107.6727284905722,431.18355254864014,954.9175906502876,23.355872172583176,69.67392705245514,926.8436578171123,201.52569989631098,32.55622600109716,335.62577447335775,344.61735682556844,376.15899838024774,2660.671995263472,74.82652274479572,470.2058584815153,170.1013798929879,475.9396046056905,317.49809036958834,476.11464968152734,148.62409456828652,49.5107033639144,303.267850396676,158.88715223507296,265.87773549000957,92.17551396133797,126.29672006102193,639.5869793489693,347.0050297210791,173.19218542637554,87.57575757575765,11.034676400393053,333.7060081664412,123.15192954917333,214.06764653798416,289.77730510167885,62.263513513513665,83.33585973422242,592.0726672171779,95.02935420743613,114.716738886214,69.93517017828219,100.88686999783692,89.24362102477149,580.7321772639688,627.2261713674241,197.22252126170704,224.76504867450373,103.3956005586591,574.0679315377469,773.7422272470328,340.13284824430934,139.74926253687315,237.22025192613367,51.27535799522672,37.68906085121351,108.70976039255245,501.6882386043916,787.0589456205921,157.58496511366212,303.0431632336207,246.8052815298222,23.42636220852973,157.22408514360765,463.78121821674733
2015-11-03,165.4429056702374,113.6178861788624,261.5177368657381,31.111111111111136,197.64373232799238,388.4487973498469,455.2114253710446,239.21479689547363,279.9646659430506,1575.7048590281897,560.577740016991,257.5069724202045,157.0195850300558,193.69918699187005,269.4263628966658,106.90244147493202,434.93087363953396,952.1546299071051,23.549062223295564,70.20234566310084,943.9528023598851,200.08887572211455,32.94020844761389,334.82032218091655,354.6492561786376,379.5604780457908,2665.9117821196,74.00411205345674,474.43370471482154,170.45902562658404,475.8309797957839,318.0269110993609,467.0288497564618,150.77842280957128,50.36697247706424,303.9100868908203,158.8308846514531,264.0223596574691,92.2266543929632,127.53623188405777,638.3269163458192,337.54000914494736,175.3834758186474,87.35092864125129,10.676681173662745,332.053276297882,121.78973833690297,218.33894103063514,288.9264881240128,63.671171171171316,84.44747612551139,587.9954582989285,97.71037181996059,117.12405713368632,70.36736898973547,104.45598096474154,89.93011041726973,582.4662813102115,648.4521898647106,199.72009904187715,228.76006332738208,102.98097067039093,576.1907920923442,813.7365743357835,343.66076842511524,138.80109565950272,233.61257184786538,51.34994033412887,37.19662328526205,108.84826180724549,490.15194147439706,802.7604815276076,160.78100382624373,302.81544353586685,260.81727120959147,23.776730699528887,156.97623560285828,477.73759746864016
